c,sumhdr,y,value
Botswana,Import costs with internal zones: $m,2026,2.1612779700942046
Botswana,Import costs with internal zones: $m,2027,0.6980018344519948
Botswana,Import costs with internal zones: $m,2028,0.4199862126698219
Botswana,Import costs with internal zones: $m,2029,1.0499744023617084
Botswana,Import costs with internal zones: $m,2030,11.44662433331719
Botswana,Import costs with internal zones: $m,2031,4.17984611761564
Botswana,Import costs with internal zones: $m,2032,0.33866826087678376
Botswana,Import costs with internal zones: $m,2033,1.1649519679542473
Botswana,Import costs with internal zones: $m,2034,4.207741257753562
Botswana,Import costs with internal zones: $m,2035,1.5111968787342538
Botswana,Export revenues with internal zones: $m,2025,-4.002900862030484
Botswana,Export revenues with internal zones: $m,2026,-3.462181957880711
Botswana,Export revenues with internal zones: $m,2027,-9.36317430960688
Botswana,Export revenues with internal zones: $m,2028,-14.929601306055453
Botswana,Export revenues with internal zones: $m,2029,-17.112936613470357
Botswana,Export revenues with internal zones: $m,2030,-39.25635438812878
Botswana,Export revenues with internal zones: $m,2031,-40.00092747265179
Botswana,Export revenues with internal zones: $m,2032,-42.93700827103729
Botswana,Export revenues with internal zones: $m,2033,-52.31379930044086
Botswana,Export revenues with internal zones: $m,2034,-62.11984756388391
Botswana,Export revenues with internal zones: $m,2035,-66.31907913223014
Botswana,Trade shared benefits: $m,2025,-0.20755986353435238
Botswana,Trade shared benefits: $m,2026,-0.11787737331952695
Botswana,Trade shared benefits: $m,2027,-0.20907742862351253
Botswana,Trade shared benefits: $m,2028,-0.32772159712207327
Botswana,Trade shared benefits: $m,2029,-0.46337246947688543
Botswana,Trade shared benefits: $m,2030,-11.100613635613497
Botswana,Trade shared benefits: $m,2031,-3.3205145542399492
Botswana,Trade shared benefits: $m,2032,-1.1523752857435872
Botswana,Trade shared benefits: $m,2033,-1.4918242163476558
Botswana,Trade shared benefits: $m,2034,-2.0358530420367136
Botswana,Trade shared benefits: $m,2035,-2.057864047469787
Namibia,Generation costs: $m,2025,0.25395749808377427
Namibia,Generation costs: $m,2026,5.776126463157724
Namibia,Generation costs: $m,2027,13.08668053210789
Namibia,Generation costs: $m,2028,17.026548159612943
Namibia,Generation costs: $m,2029,20.50825822454972
Namibia,Generation costs: $m,2030,23.8441346834544
Namibia,Generation costs: $m,2031,27.23025651759924
Namibia,Generation costs: $m,2032,34.3852884923192
Namibia,Generation costs: $m,2033,37.35277374239792
Namibia,Generation costs: $m,2034,41.224831617785775
Namibia,Generation costs: $m,2035,42.485388242634485
Namibia,Fixed O&M: $m,2025,4.576979403966712
Namibia,Fixed O&M: $m,2026,6.025692674688903
Namibia,Fixed O&M: $m,2027,7.886921342657288
Namibia,Fixed O&M: $m,2028,8.972115399682068
Namibia,Fixed O&M: $m,2029,9.95324348085571
Namibia,Fixed O&M: $m,2030,10.953490254162721
Namibia,Fixed O&M: $m,2031,12.03059353146959
Namibia,Fixed O&M: $m,2032,14.301956987260683
Namibia,Fixed O&M: $m,2033,15.516579968114945
Namibia,Fixed O&M: $m,2034,16.923739014254277
Namibia,Fixed O&M: $m,2035,17.640428610337356
Namibia,Variable O&M: $m,2025,0.3486160236735083
Namibia,Variable O&M: $m,2026,0.1108585673378126
Namibia,Variable O&M: $m,2027,0.1347164497016186
Namibia,Variable O&M: $m,2028,0.10910947824228562
Namibia,Variable O&M: $m,2029,0.10579416425350997
Namibia,Variable O&M: $m,2030,0.10354522422422507
Namibia,Variable O&M: $m,2031,0.10210619538041162
Namibia,Variable O&M: $m,2032,0.10086444709124982
Namibia,Variable O&M: $m,2033,0.09936097519466072
Namibia,Variable O&M: $m,2034,0.09796783070254858
Namibia,Variable O&M: $m,2035,0.09652194669181739
Namibia,Fuel costs: $m,2025,1.8386505863875573
Namibia,Fuel costs: $m,2027,0.1693487275561731
Namibia,Fuel costs: $m,2028,0.01413112080111543
Namibia,Fuel costs: $m,2029,0.004715564294461473
Namibia,Transmission costs: $m,2030,5.612075895480873
Namibia,Transmission costs: $m,2031,5.5340815780435095
Namibia,Transmission costs: $m,2032,5.466779723283225
Namibia,Transmission costs: $m,2033,6.168915046386022
Namibia,Transmission costs: $m,2034,6.855055627906224
Namibia,Transmission costs: $m,2035,6.753883485438796
Namibia,Unmet country spinning reserve costs: $m,2025,3.1146900661078796
Namibia,Unmet country spinning reserve costs: $m,2026,0.3102158975405203
Namibia,Unmet country spinning reserve costs: $m,2027,0.39850181704995324
Namibia,Unmet country spinning reserve costs: $m,2028,0.3672800057064046
Namibia,Unmet country spinning reserve costs: $m,2029,0.2602874817951766
Namibia,Unmet country spinning reserve costs: $m,2030,0.2237587059586346
Namibia,Unmet country spinning reserve costs: $m,2031,0.03776413985023214
Namibia,Unmet system planning reserve costs: $m,2033,0.04890482946731949
Namibia,Unmet system planning reserve costs: $m,2034,0.1979455769660456
Namibia,Unmet system planning reserve costs: $m,2035,0.12161740562764266
Namibia,Import costs with internal zones: $m,2025,62.357736035121455
Namibia,Import costs with internal zones: $m,2026,40.647896606462396
Namibia,Import costs with internal zones: $m,2027,57.59890354282876
Namibia,Import costs with internal zones: $m,2028,40.29261313044566
Namibia,Import costs with internal zones: $m,2029,30.987085251980908
Namibia,Import costs with internal zones: $m,2030,25.49426626952558
Namibia,Import costs with internal zones: $m,2031,18.964852708836876
Namibia,Import costs with internal zones: $m,2032,7.807139302469308
Namibia,Import costs with internal zones: $m,2033,16.47110716622823
Namibia,Import costs with internal zones: $m,2034,20.843666929505073
Namibia,Import costs with internal zones: $m,2035,18.640620094664985
Namibia,Export revenues with internal zones: $m,2027,-32.1714904705567
Namibia,Export revenues with internal zones: $m,2028,-27.13080734608881
Namibia,Export revenues with internal zones: $m,2029,-25.283161365074065
Namibia,Export revenues with internal zones: $m,2030,-26.482099455424603
Namibia,Export revenues with internal zones: $m,2031,-25.982667242530326
Namibia,Export revenues with internal zones: $m,2032,-22.698067505877543
Namibia,Export revenues with internal zones: $m,2033,-33.07630003477925
Namibia,Export revenues with internal zones: $m,2034,-41.58931217708078
Namibia,Export revenues with internal zones: $m,2035,-40.75902127394314
Namibia,Trade shared benefits: $m,2025,-1.24715472070243
Namibia,Trade shared benefits: $m,2026,-0.8129579321292499
Namibia,Trade shared benefits: $m,2027,-20.699024921578424
Namibia,Trade shared benefits: $m,2028,-201.3110433300539
Namibia,Trade shared benefits: $m,2029,-205.20004280053553
Namibia,Trade shared benefits: $m,2030,-8.005405649125768
Namibia,Trade shared benefits: $m,2031,-2.2346693582487163
Namibia,Trade shared benefits: $m,2032,-2.1773393120406115
Namibia,Trade shared benefits: $m,2033,-3.373923600463912
Namibia,Trade shared benefits: $m,2034,-4.343651731813496
Namibia,Trade shared benefits: $m,2035,-3.670856143898763
Zambia,Generation costs: $m,2026,1.2240741000737105
Zambia,Generation costs: $m,2027,2.2366096684987506
Zambia,Generation costs: $m,2028,4.04615323433085
Zambia,Generation costs: $m,2029,6.763767977796885
Zambia,Generation costs: $m,2030,13.046017767971687
Zambia,Generation costs: $m,2031,12.74665154020561
Zambia,Generation costs: $m,2032,12.577281346508784
Zambia,Generation costs: $m,2033,12.414636527335478
Zambia,Generation costs: $m,2034,12.257933742763964
Zambia,Generation costs: $m,2035,13.082144282713479
Zambia,Fixed O&M: $m,2025,7.695817295355394
Zambia,Fixed O&M: $m,2026,7.709518410804931
Zambia,Fixed O&M: $m,2027,6.652155356380724
Zambia,Fixed O&M: $m,2028,6.029291741596343
Zambia,Fixed O&M: $m,2029,5.8197439099622335
Zambia,Fixed O&M: $m,2030,6.282641064554047
Zambia,Fixed O&M: $m,2031,6.124488740742668
Zambia,Fixed O&M: $m,2032,6.0457735876923815
Zambia,Fixed O&M: $m,2033,5.972123168871695
Zambia,Fixed O&M: $m,2034,5.903063903066778
Zambia,Fixed O&M: $m,2035,6.199928978819166
Zambia,Variable O&M: $m,2025,1.2287055737120876
Zambia,Variable O&M: $m,2026,1.1801315179070377
Zambia,Variable O&M: $m,2027,1.2207829156774828
Zambia,Variable O&M: $m,2028,1.4276574117505876
Zambia,Variable O&M: $m,2029,1.267804469638927
Zambia,Variable O&M: $m,2030,0.7666513534340805
Zambia,Variable O&M: $m,2031,0.7015983603917371
Zambia,Variable O&M: $m,2032,0.6782767583546853
Zambia,Variable O&M: $m,2033,0.6564557278283253
Zambia,Variable O&M: $m,2034,0.6359949569136717
Zambia,Variable O&M: $m,2035,0.6323032837566633
Zambia,Fuel costs: $m,2025,5.060398587555781
Zambia,Fuel costs: $m,2026,4.663480884737767
Zambia,Fuel costs: $m,2027,8.907607264212876
Zambia,Fuel costs: $m,2028,18.658544176634887
Zambia,Fuel costs: $m,2029,16.1122597914492
Zambia,Fuel costs: $m,2030,2.972016716963774
Zambia,Fuel costs: $m,2031,1.983262329161805
Zambia,Fuel costs: $m,2032,1.8414216810089428
Zambia,Fuel costs: $m,2033,1.7119234415304274
Zambia,Fuel costs: $m,2034,1.5934771389160576
Zambia,Fuel costs: $m,2035,1.484954125007133
Zambia,Transmission costs: $m,2030,0.8023370738866517
Zambia,Transmission costs: $m,2031,0.9849249223988019
Zambia,Transmission costs: $m,2032,0.9521853546157016
Zambia,Transmission costs: $m,2033,1.0166520038783922
Zambia,Transmission costs: $m,2034,1.0770999896234055
Zambia,Transmission costs: $m,2035,1.3158554618243195
Zambia,Unmet demand costs: $m,2029,15.899142625024343
Zambia,Unmet system planning reserve costs: $m,2033,0.04890482946731949
Zambia,Unmet system planning reserve costs: $m,2034,0.19794557696604553
Zambia,Unmet system planning reserve costs: $m,2035,0.12161740562764266
Zambia,Import costs with internal zones: $m,2025,16.500891796680673
Zambia,Import costs with internal zones: $m,2026,13.330411108523137
Zambia,Import costs with internal zones: $m,2027,36.88975667115991
Zambia,Import costs with internal zones: $m,2028,206.77913957670478
Zambia,Import costs with internal zones: $m,2029,185.53932321210937
Zambia,Import costs with internal zones: $m,2030,35.85710196172829
Zambia,Import costs with internal zones: $m,2031,26.390905496997274
Zambia,Import costs with internal zones: $m,2032,23.425337715228515
Zambia,Import costs with internal zones: $m,2033,20.647646731214277
Zambia,Import costs with internal zones: $m,2034,21.887536332277353
Zambia,Import costs with internal zones: $m,2035,19.960725875834342
Zambia,Export revenues with internal zones: $m,2025,-16.39831916826089
Zambia,Export revenues with internal zones: $m,2026,-12.708800711194375
Zambia,Export revenues with internal zones: $m,2027,-19.238896799781426
Zambia,Export revenues with internal zones: $m,2028,-55.131545684230815
Zambia,Export revenues with internal zones: $m,2029,-1.1661766561994544
Zambia,Export revenues with internal zones: $m,2030,-15.497501312706675
Zambia,Export revenues with internal zones: $m,2031,-10.652024255774593
Zambia,Export revenues with internal zones: $m,2032,-8.89112512208257
Zambia,Export revenues with internal zones: $m,2033,-5.972709766468998
Zambia,Export revenues with internal zones: $m,2034,-6.360883777657536
Zambia,Export revenues with internal zones: $m,2035,-5.7000170486107296
Zambia,Trade shared benefits: $m,2025,-53.88198527246469
Zambia,Trade shared benefits: $m,2026,-53.11674014236399
Zambia,Trade shared benefits: $m,2027,-60.02697387822556
Zambia,Trade shared benefits: $m,2028,-98.18871149635075
Zambia,Trade shared benefits: $m,2029,-87.56333386473956
Zambia,Trade shared benefits: $m,2030,-7.463078123474906
Zambia,Trade shared benefits: $m,2031,-9.43940156509411
Zambia,Trade shared benefits: $m,2032,-10.184497686493586
Zambia,Trade shared benefits: $m,2033,-0.7889771762243166
Zambia,Trade shared benefits: $m,2034,-0.870463424452423
Zambia,Trade shared benefits: $m,2035,-0.9722611866915931
Angola,Generation costs: $m,2027,0.1678458282415827
Angola,Generation costs: $m,2028,0.5418268426656286
Angola,Generation costs: $m,2029,1.513978045238309
Angola,Generation costs: $m,2030,4.197890384300787
Angola,Generation costs: $m,2031,4.7765254871194
Angola,Generation costs: $m,2032,5.364099061781796
Angola,Generation costs: $m,2033,13.637030296884353
Angola,Generation costs: $m,2034,14.880104683882712
Angola,Generation costs: $m,2035,14.929838656882044
Angola,Fixed O&M: $m,2025,10.744998448233526
Angola,Fixed O&M: $m,2026,10.12036589136803
Angola,Fixed O&M: $m,2027,8.310062031849656
Angola,Fixed O&M: $m,2028,7.932831962482057
Angola,Fixed O&M: $m,2029,7.945337642335976
Angola,Fixed O&M: $m,2030,8.227972231912307
Angola,Fixed O&M: $m,2031,8.2231310762558
Angola,Fixed O&M: $m,2032,8.277816977130744
Angola,Fixed O&M: $m,2033,9.370820995786767
Angola,Fixed O&M: $m,2034,9.48693898086183
Angola,Fixed O&M: $m,2035,9.439929828825564
Angola,Variable O&M: $m,2025,0.5373337021963286
Angola,Variable O&M: $m,2026,0.5380700244974667
Angola,Variable O&M: $m,2027,0.549752138874482
Angola,Variable O&M: $m,2028,0.5773562999156564
Angola,Variable O&M: $m,2029,0.5624302807890947
Angola,Variable O&M: $m,2030,0.5263856728158518
Angola,Variable O&M: $m,2031,0.5086002593041283
Angola,Variable O&M: $m,2032,0.49076845596490704
Angola,Variable O&M: $m,2033,0.5709435211581035
Angola,Variable O&M: $m,2034,0.5677589093908818
Angola,Variable O&M: $m,2035,0.5470304288771206
Angola,Fuel costs: $m,2027,0.4225400594251414
Angola,Fuel costs: $m,2028,1.85102137174281
Angola,Fuel costs: $m,2029,1.8097092128259524
Angola,Fuel costs: $m,2030,0.2054320473792478
Angola,Fuel costs: $m,2031,0.21494167180538096
Angola,Fuel costs: $m,2032,0.18167170428466753
Angola,Fuel costs: $m,2033,0.13003214473510263
Angola,Fuel costs: $m,2034,0.12674951934252066
Angola,Fuel costs: $m,2035,0.08381968283378491
Angola,Transmission costs: $m,2030,1.0596801356771561
Angola,Transmission costs: $m,2031,1.0228695668699308
Angola,Transmission costs: $m,2032,0.98858137743842
Angola,Transmission costs: $m,2033,1.4781034162187923
Angola,Transmission costs: $m,2034,1.4322087741721237
Angola,Transmission costs: $m,2035,1.38896949296522
Angola,Unmet system planning reserve costs: $m,2033,0.04890482946731948
Angola,Unmet system planning reserve costs: $m,2034,0.1979455769660456
Angola,Unmet system planning reserve costs: $m,2035,0.12161740562764267
Angola,Import costs with internal zones: $m,2030,0.43242101693257784
Angola,Import costs with internal zones: $m,2031,0.5910018545418962
Angola,Import costs with internal zones: $m,2032,0.924263132360485
Angola,Import costs with internal zones: $m,2033,0.4513521605336289
Angola,Import costs with internal zones: $m,2034,0.40761004979820703
Angola,Import costs with internal zones: $m,2035,0.46942158747734763
Angola,Export revenues with internal zones: $m,2030,-1.566134791087119
Angola,Export revenues with internal zones: $m,2031,-1.407251021213525
Angola,Export revenues with internal zones: $m,2032,-1.1569336525845721
Angola,Export revenues with internal zones: $m,2033,-7.523581539255866
Angola,Export revenues with internal zones: $m,2034,-7.766188942603462
Angola,Export revenues with internal zones: $m,2035,-6.896600779778319
Angola,Trade shared benefits: $m,2030,-0.07407529224645655
Angola,Trade shared benefits: $m,2031,-0.07652403811851097
Angola,Trade shared benefits: $m,2032,-0.1557237193157632
Angola,Trade shared benefits: $m,2033,-0.6640015047487253
Angola,Trade shared benefits: $m,2034,-0.7325798387778679
Angola,Trade shared benefits: $m,2035,-0.49753421515107543
Tanzania,Generation costs: $m,2025,7.035433665349881
Tanzania,Generation costs: $m,2026,8.078389014765522
Tanzania,Generation costs: $m,2027,7.574062768464055
Tanzania,Generation costs: $m,2028,6.5701173120738545
Tanzania,Generation costs: $m,2029,6.0749545963385625
Tanzania,Generation costs: $m,2030,12.732334794050985
Tanzania,Generation costs: $m,2031,11.976285471325767
Tanzania,Generation costs: $m,2032,13.996108305289104
Tanzania,Generation costs: $m,2033,14.35571904180174
Tanzania,Generation costs: $m,2034,13.94975053776868
Tanzania,Generation costs: $m,2035,13.564906853591033
Tanzania,Fixed O&M: $m,2025,1.2295871894534107
Tanzania,Fixed O&M: $m,2026,1.4473414904403765
Tanzania,Fixed O&M: $m,2027,1.3138088428911212
Tanzania,Fixed O&M: $m,2028,1.1130128569334599
Tanzania,Fixed O&M: $m,2029,1.029129656267518
Tanzania,Fixed O&M: $m,2030,2.4160003595394417
Tanzania,Fixed O&M: $m,2031,2.255113842504708
Tanzania,Fixed O&M: $m,2032,2.185760865645813
Tanzania,Fixed O&M: $m,2033,2.1534313324903893
Tanzania,Fixed O&M: $m,2034,2.0925339790354056
Tanzania,Fixed O&M: $m,2035,1.9570301335220983
Tanzania,Variable O&M: $m,2025,1.8465492038533848
Tanzania,Variable O&M: $m,2026,1.9328821038819894
Tanzania,Variable O&M: $m,2027,1.8951430844410941
Tanzania,Variable O&M: $m,2028,1.7639376351157694
Tanzania,Variable O&M: $m,2029,1.702310788150936
Tanzania,Variable O&M: $m,2030,2.432994252223032
Tanzania,Variable O&M: $m,2031,2.136458181888804
Tanzania,Variable O&M: $m,2032,1.3978455637243778
Tanzania,Variable O&M: $m,2033,1.4504098096965259
Tanzania,Variable O&M: $m,2034,1.6897210242347365
Tanzania,Variable O&M: $m,2035,1.4520595807542906
Tanzania,Fuel costs: $m,2025,20.659797612568305
Tanzania,Fuel costs: $m,2026,25.115789542593674
Tanzania,Fuel costs: $m,2027,26.090352821208604
Tanzania,Fuel costs: $m,2028,25.929585926425474
Tanzania,Fuel costs: $m,2029,25.315511568541
Tanzania,Fuel costs: $m,2030,26.624748281013257
Tanzania,Fuel costs: $m,2031,22.758011499071635
Tanzania,Fuel costs: $m,2032,12.490580917146163
Tanzania,Fuel costs: $m,2033,13.206184464238907
Tanzania,Fuel costs: $m,2034,16.29298350325623
Tanzania,Fuel costs: $m,2035,13.323103961417315
Tanzania,Transmission costs: $m,2030,0.1414615223520084
Tanzania,Transmission costs: $m,2031,0.13306150068309297
Tanzania,Transmission costs: $m,2032,0.43376457248133066
Tanzania,Transmission costs: $m,2033,0.4207328627477314
Tanzania,Transmission costs: $m,2034,0.4088348665282536
Tanzania,Transmission costs: $m,2035,0.7708129514624472
Tanzania,Unmet demand costs: $m,2026,5.325277093382135
Tanzania,Unmet demand costs: $m,2027,56.14249824556744
Tanzania,Unmet demand costs: $m,2028,147.33512355436466
Tanzania,Unmet demand costs: $m,2029,192.32423303570684
Tanzania,Unmet country spinning reserve costs: $m,2028,0.014326204797802155
Tanzania,Unmet country spinning reserve costs: $m,2029,0.0662856037086205
Tanzania,Unmet country planning reserve costs: $m,2028,0.2530558051252468
Tanzania,Unmet country planning reserve costs: $m,2029,1.0407224920639078
Tanzania,Unmet system planning reserve costs: $m,2033,0.04890482946731949
Tanzania,Unmet system planning reserve costs: $m,2034,0.19794557696604556
Tanzania,Unmet system planning reserve costs: $m,2035,0.12161740562764267
Tanzania,Import costs with internal zones: $m,2030,0.5710023704700329
Tanzania,Import costs with internal zones: $m,2031,5.2738658937761045
Tanzania,Import costs with internal zones: $m,2032,10.469480580379752
Tanzania,Import costs with internal zones: $m,2033,10.815771058869979
Tanzania,Import costs with internal zones: $m,2034,8.404284625691865
Tanzania,Import costs with internal zones: $m,2035,11.34033779484538
Tanzania,Export revenues with internal zones: $m,2030,-2.215214428454079
Tanzania,Export revenues with internal zones: $m,2031,-0.19522789784096561
Tanzania,Export revenues with internal zones: $m,2032,-0.5688969718888403
Tanzania,Export revenues with internal zones: $m,2033,-0.5240643992182488
Tanzania,Export revenues with internal zones: $m,2034,-0.48442929220526443
Tanzania,Export revenues with internal zones: $m,2035,-0.4015538948942293
Tanzania,Trade shared benefits: $m,2030,-0.4270392721199942
Tanzania,Trade shared benefits: $m,2031,-0.8061199746079442
Tanzania,Trade shared benefits: $m,2032,-1.4316807971340462
Tanzania,Trade shared benefits: $m,2033,-1.8616628247966611
Tanzania,Trade shared benefits: $m,2034,-1.8396748591408385
Tanzania,Trade shared benefits: $m,2035,-1.6820500878355473
DRC,Generation costs: $m,2025,6.884222948861962
DRC,Generation costs: $m,2026,7.242793772104971
DRC,Generation costs: $m,2027,7.858564941238571
DRC,Generation costs: $m,2028,8.199866909518395
DRC,Generation costs: $m,2029,8.485886513441338
DRC,Generation costs: $m,2030,8.708617907798471
DRC,Generation costs: $m,2031,9.656179485654626
DRC,Generation costs: $m,2032,9.825171071527715
DRC,Generation costs: $m,2033,9.861610901228289
DRC,Generation costs: $m,2034,9.924007244806738
DRC,Generation costs: $m,2035,12.865345189299417
DRC,Fixed O&M: $m,2025,4.889030141281642
DRC,Fixed O&M: $m,2026,4.89862213719405
DRC,Fixed O&M: $m,2027,4.9770951803209
DRC,Fixed O&M: $m,2028,5.041521788331305
DRC,Fixed O&M: $m,2029,5.098048407185821
DRC,Fixed O&M: $m,2030,5.145640870609938
DRC,Fixed O&M: $m,2031,5.299737407370492
DRC,Fixed O&M: $m,2032,5.324197956156103
DRC,Fixed O&M: $m,2033,5.33989358991973
DRC,Fixed O&M: $m,2034,5.34976964712978
DRC,Fixed O&M: $m,2035,5.783924222449503
DRC,Variable O&M: $m,2025,0.5776279899764781
DRC,Variable O&M: $m,2026,0.6366636606672017
DRC,Variable O&M: $m,2027,0.7265872269282573
DRC,Variable O&M: $m,2028,0.7789684900923562
DRC,Variable O&M: $m,2029,0.8224008270426845
DRC,Variable O&M: $m,2030,0.5235124651507548
DRC,Variable O&M: $m,2031,0.46117218866576215
DRC,Variable O&M: $m,2032,0.5707100932959078
DRC,Variable O&M: $m,2033,0.32413919178485856
DRC,Variable O&M: $m,2034,0.3155304827650793
DRC,Variable O&M: $m,2035,0.33892319591939135
DRC,Fuel costs: $m,2025,4.145668127702955
DRC,Fuel costs: $m,2026,5.6691667899939056
DRC,Fuel costs: $m,2027,7.868091404219572
DRC,Fuel costs: $m,2028,9.227598875375735
DRC,Fuel costs: $m,2029,10.382047742037463
DRC,Fuel costs: $m,2030,3.987323753484243
DRC,Fuel costs: $m,2031,2.6072308257329944
DRC,Fuel costs: $m,2032,5.174670286487407
DRC,Fuel costs: $m,2034,0.004125786318445914
DRC,Fuel costs: $m,2035,0.002468113882984487
DRC,Transmission costs: $m,2030,3.151067559835038
DRC,Transmission costs: $m,2031,3.067379323286271
DRC,Transmission costs: $m,2032,2.985291999542209
DRC,Transmission costs: $m,2033,3.530995643690188
DRC,Transmission costs: $m,2034,3.4350814796998606
DRC,Transmission costs: $m,2035,5.861862766305504
DRC,Unmet demand costs: $m,2025,89.87664039724191
DRC,Unmet demand costs: $m,2026,92.00351234345149
DRC,Unmet demand costs: $m,2027,90.15270934613105
DRC,Unmet demand costs: $m,2028,166.40814894804294
DRC,Unmet demand costs: $m,2029,242.18583860963744
DRC,Unmet country spinning reserve costs: $m,2030,0.006244037533980021
DRC,Unmet country spinning reserve costs: $m,2031,0.002950480927023501
DRC,Unmet country spinning reserve costs: $m,2032,0.0075091078432010456
DRC,Unmet country spinning reserve costs: $m,2034,0.0015193750463957704
DRC,Unmet country planning reserve costs: $m,2025,2.5422467447136463
DRC,Unmet country planning reserve costs: $m,2026,2.6602344844298047
DRC,Unmet country planning reserve costs: $m,2027,2.4445108711560692
DRC,Unmet country planning reserve costs: $m,2028,2.289880453503497
DRC,Unmet country planning reserve costs: $m,2029,2.1517936024840263
DRC,Unmet country planning reserve costs: $m,2030,0.8625758164845887
DRC,Unmet country planning reserve costs: $m,2031,0.6787159524034124
DRC,Unmet country planning reserve costs: $m,2032,0.6731523592640036
DRC,Unmet system planning reserve costs: $m,2033,0.04890482946731949
DRC,Unmet system planning reserve costs: $m,2034,0.1979455769660456
DRC,Unmet system planning reserve costs: $m,2035,0.12161740562764266
DRC,Import costs with internal zones: $m,2025,306.4652953110946
DRC,Import costs with internal zones: $m,2026,300.2017736439226
DRC,Import costs with internal zones: $m,2027,361.78301003122516
DRC,Import costs with internal zones: $m,2028,315.98617174301756
DRC,Import costs with internal zones: $m,2029,231.7909955717707
DRC,Import costs with internal zones: $m,2030,69.88086278153787
DRC,Import costs with internal zones: $m,2031,73.67458584291413
DRC,Import costs with internal zones: $m,2032,75.48392939539863
DRC,Import costs with internal zones: $m,2033,31.023615129822566
DRC,Import costs with internal zones: $m,2034,31.297311242662044
DRC,Import costs with internal zones: $m,2035,30.995178138969347
DRC,Export revenues with internal zones: $m,2025,-36.657852502133665
DRC,Export revenues with internal zones: $m,2026,-36.04887509779751
DRC,Export revenues with internal zones: $m,2027,-36.16368418999566
DRC,Export revenues with internal zones: $m,2028,-35.39832301321232
DRC,Export revenues with internal zones: $m,2029,-34.428610008623735
DRC,Export revenues with internal zones: $m,2030,-24.44526901041712
DRC,Export revenues with internal zones: $m,2031,-24.413428149220824
DRC,Export revenues with internal zones: $m,2032,-26.195400548752776
DRC,Export revenues with internal zones: $m,2033,-12.348565743069814
DRC,Export revenues with internal zones: $m,2034,-11.741082250349582
DRC,Export revenues with internal zones: $m,2035,-14.437838211544301
DRC,Trade shared benefits: $m,2025,-201.12830498018005
DRC,Trade shared benefits: $m,2026,-198.30597655649814
DRC,Trade shared benefits: $m,2027,-241.80038023643894
DRC,Trade shared benefits: $m,2028,-202.27254036803924
DRC,Trade shared benefits: $m,2029,-195.5084212077039
DRC,Trade shared benefits: $m,2030,-9.952219537115807
DRC,Trade shared benefits: $m,2031,-15.940946563957416
DRC,Trade shared benefits: $m,2032,-17.461714530115763
DRC,Trade shared benefits: $m,2033,-1.3938015968216324
DRC,Trade shared benefits: $m,2034,-1.546819428626043
DRC,Trade shared benefits: $m,2035,-1.8029292966126855
Malawi,Generation costs: $m,2027,0.8512141637909639
Malawi,Generation costs: $m,2028,1.3170865344328102
Malawi,Generation costs: $m,2029,1.6409918622596693
Malawi,Generation costs: $m,2030,2.3051140194666213
Malawi,Generation costs: $m,2031,14.334081981918517
Malawi,Generation costs: $m,2032,14.31548072793198
Malawi,Generation costs: $m,2033,14.211507063351485
Malawi,Generation costs: $m,2034,14.125641429001973
Malawi,Generation costs: $m,2035,13.89750704527032
Malawi,Fixed O&M: $m,2025,5.348283132530127
Malawi,Fixed O&M: $m,2026,4.592938437661667
Malawi,Fixed O&M: $m,2027,4.581098308408922
Malawi,Fixed O&M: $m,2028,4.437511415525116
Malawi,Fixed O&M: $m,2029,4.193248857498961
Malawi,Fixed O&M: $m,2030,4.225701480904134
Malawi,Fixed O&M: $m,2031,6.7995467730239305
Malawi,Fixed O&M: $m,2032,6.792046409954599
Malawi,Fixed O&M: $m,2033,6.754885235732015
Malawi,Fixed O&M: $m,2034,6.7287018255578115
Malawi,Fixed O&M: $m,2035,6.638963660834447
Malawi,Variable O&M: $m,2025,0.3814328874717175
Malawi,Variable O&M: $m,2026,0.3275626452162686
Malawi,Variable O&M: $m,2027,0.3139133246793794
Malawi,Variable O&M: $m,2028,0.29234074232127566
Malawi,Variable O&M: $m,2029,0.26598513738412816
Malawi,Variable O&M: $m,2030,0.24950359535603792
Malawi,Variable O&M: $m,2031,0.435425867666715
Malawi,Variable O&M: $m,2032,0.40386902405407626
Malawi,Variable O&M: $m,2033,0.37248900217890835
Malawi,Variable O&M: $m,2034,0.3479874074253234
Malawi,Variable O&M: $m,2035,0.3232582888357457
Malawi,Transmission costs: $m,2026,2.613691685645581
Malawi,Transmission costs: $m,2027,2.477208153151706
Malawi,Transmission costs: $m,2028,2.306970789202241
Malawi,Transmission costs: $m,2029,2.0989887944964294
Malawi,Transmission costs: $m,2030,4.962513433537899
Malawi,Transmission costs: $m,2031,4.617044768113939
Malawi,Transmission costs: $m,2032,4.28243129996914
Malawi,Transmission costs: $m,2033,3.94969276378978
Malawi,Transmission costs: $m,2034,3.6898897335433913
Malawi,Transmission costs: $m,2035,3.4276741508635866
Malawi,Unmet demand costs: $m,2025,159.9281895640232
Malawi,Unmet country planning reserve costs: $m,2025,1.8813253012048226
Malawi,Unmet system planning reserve costs: $m,2033,0.04890482946731949
Malawi,Unmet system planning reserve costs: $m,2034,0.19794557696604556
Malawi,Unmet system planning reserve costs: $m,2035,0.12161740562764267
Malawi,Import costs with internal zones: $m,2026,19.866345250807456
Malawi,Import costs with internal zones: $m,2027,18.774857642417803
